run,loss,accuracy,absence,absence_perc,hierarchical,hierarchical_perc,train_size
50,4.3294233703613285,0.6000000238418579,41,82.0,19,38.0,100
51,3.6531572723388672,0.6499999761581421,42,84.0,23,46.0,100
52,3.564175968170166,0.6100000143051147,39,78.0,22,44.0,100
53,3.2245201110839843,0.6600000262260437,43,86.0,23,46.0,100
54,2.9439680862426756,0.6000000238418579,44,88.0,16,32.0,100
55,2.630575017929077,0.6299999952316284,46,92.0,17,34.0,100
56,2.946297779083252,0.5600000023841858,40,80.0,16,32.0,100
57,3.2672253799438478,0.6399999856948853,43,86.0,21,42.0,100
58,3.1713333177566527,0.6000000238418579,43,86.0,17,34.0,100
59,2.9378179550170898,0.6299999952316284,44,88.0,19,38.0,100
60,4.213142814636231,0.6399999856948853,49,98.0,15,30.0,100
61,4.0723926544189455,0.5299999713897705,40,80.0,13,26.0,100
62,3.0860326862335206,0.6299999952316284,46,92.0,17,34.0,100
63,3.6720128011703492,0.6000000238418579,43,86.0,17,34.0,100
64,3.9942466163635255,0.6399999856948853,41,82.0,23,46.0,100
65,2.971048743724823,0.6299999952316284,44,88.0,19,38.0,100
66,2.371279821395874,0.6899999976158142,44,88.0,25,50.0,100
67,4.565067710876465,0.5400000214576721,39,78.0,15,30.0,100
68,2.243871669769287,0.6299999952316284,36,72.0,27,54.0,100
69,2.970011205673218,0.6000000238418579,39,78.0,21,42.0,100
70,3.9595963096618654,0.5699999928474426,39,78.0,18,36.0,100
71,2.6155664825439455,0.6299999952316284,41,82.0,22,44.0,100
72,2.1890698623657228,0.7400000095367432,44,88.0,30,60.0,100
73,3.717296905517578,0.6499999761581421,42,84.0,23,46.0,100
74,3.8174564933776853,0.5799999833106995,38,76.0,20,40.0,100
75,3.412663960456848,0.6100000143051147,45,90.0,16,32.0,100
76,3.2328387832641603,0.6399999856948853,43,86.0,21,42.0,100
77,3.671058940887451,0.550000011920929,37,74.0,18,36.0,100
78,3.418839168548584,0.6499999761581421,45,90.0,20,40.0,100
79,2.9249909143149853,0.6700000166893005,45,90.0,22,44.0,100
80,2.9101768207550047,0.6299999952316284,42,84.0,21,42.0,100
81,2.6093735241889955,0.7200000286102295,48,96.0,24,48.0,100
82,3.7527433013916016,0.5400000214576721,37,74.0,17,34.0,100
83,2.5123666858673097,0.6800000071525574,46,92.0,22,44.0,100
84,3.103385581970215,0.6700000166893005,46,92.0,21,42.0,100
85,2.573879642486572,0.7799999713897705,48,96.0,30,60.0,100
86,4.0483815574646,0.6600000262260437,47,94.0,19,38.0,100
87,2.259415378570557,0.6899999976158142,47,94.0,22,44.0,100
88,3.8062227630615233,0.5799999833106995,43,86.0,15,30.0,100
89,3.1811170959472657,0.6700000166893005,44,88.0,23,46.0,100
90,2.101922631263733,0.6899999976158142,45,90.0,24,48.0,100
91,3.529450912475586,0.5699999928474426,42,84.0,15,30.0,100
92,4.205995826721192,0.5799999833106995,43,86.0,15,30.0,100
93,3.26047269821167,0.5799999833106995,38,76.0,20,40.0,100
94,2.288877258300781,0.7200000286102295,45,90.0,27,54.0,100
95,3.1218434810638427,0.6100000143051147,36,72.0,25,50.0,100
96,2.7220372581481933,0.6299999952316284,42,84.0,21,42.0,100
97,3.6919867204129697,0.6499999761581421,47,94.0,18,36.0,100
98,3.086174259185791,0.6600000262260437,39,78.0,27,54.0,100
99,4.306272954940796,0.5600000023841858,34,68.0,22,44.0,100
100,3.755762906074524,0.6399999856948853,44,88.0,20,40.0,100
