run,loss,accuracy,absence,absence_perc,hierarchical,hierarchical_perc,train_size
40,0.45206007480621335,0.8700000047683716,50,100.0,37,74.0,300
41,0.3557692479342222,0.8999999761581421,50,100.0,40,80.0,300
42,0.524808496237024,0.9200000166893005,50,100.0,42,84.0,300
43,0.5791044205427169,0.8899999856948853,48,96.0,41,82.0,300
44,1.5353880963748088,0.8199999928474426,50,100.0,32,64.0,300
45,0.6763612115383149,0.8899999856948853,50,100.0,39,78.0,300
46,1.204952334165573,0.8500000238418579,50,100.0,35,70.0,300
47,1.4080270385742188,0.7900000214576721,50,100.0,29,57.99999999999999,300
48,0.6895057265646756,0.8600000143051147,50,100.0,36,72.0,300
49,1.8054237872362138,0.8199999928474426,49,98.0,33,66.0,300
50,0.4848111188411713,0.8799999952316284,49,98.0,39,78.0,300
51,0.6366394090652466,0.8899999856948853,49,98.0,40,80.0,300
52,1.1779646629095077,0.8700000047683716,50,100.0,37,74.0,300
53,0.5547155976334398,0.9200000166893005,50,100.0,42,84.0,300
54,1.0931669971346856,0.8199999928474426,50,100.0,32,64.0,300
55,0.7189958238601685,0.8299999833106995,49,98.0,34,68.0,300
56,0.8682075214385986,0.7900000214576721,48,96.0,31,62.0,300
57,0.6746160311857239,0.8999999761581421,49,98.0,41,82.0,300
58,0.9457374382019043,0.8799999952316284,50,100.0,38,76.0,300
59,0.9949997806549072,0.8700000047683716,50,100.0,37,74.0,300
60,0.2761651802062988,0.9200000166893005,50,100.0,42,84.0,300
61,1.0088814735412597,0.8700000047683716,50,100.0,37,74.0,300
62,0.6235871651861816,0.8899999856948853,49,98.0,40,80.0,300
63,0.6566650107363239,0.8600000143051147,50,100.0,36,72.0,300
64,0.49363843351602554,0.8799999952316284,49,98.0,39,78.0,300
65,0.9333812569081783,0.8500000238418579,50,100.0,35,70.0,300
66,1.4250195121765137,0.7799999713897705,49,98.0,29,57.99999999999999,300
67,1.3457651613093913,0.8299999833106995,50,100.0,33,66.0,300
68,0.6425337368249893,0.8500000238418579,49,98.0,36,72.0,300
69,0.5146185272280127,0.8600000143051147,50,100.0,36,72.0,300
70,1.3719045484950767,0.8399999737739563,49,98.0,35,70.0,300
71,1.2570752130169423,0.7900000214576721,50,100.0,29,57.99999999999999,300
72,0.6644830846786499,0.8899999856948853,50,100.0,39,78.0,300
73,0.5150057125091553,0.8700000047683716,50,100.0,37,74.0,300
74,0.6096764555759728,0.8299999833106995,47,94.0,36,72.0,300
75,0.7922552145412192,0.8299999833106995,49,98.0,34,68.0,300
76,1.0938327324390411,0.8199999928474426,47,94.0,35,70.0,300
77,0.6650815507769585,0.8799999952316284,50,100.0,38,76.0,300
78,0.7969380170106888,0.8799999952316284,49,98.0,39,78.0,300
79,1.253549571633339,0.8399999737739563,49,98.0,35,70.0,300
80,0.29180175960063937,0.9300000071525574,49,98.0,44,88.0,300
81,0.6025223024189472,0.8799999952316284,50,100.0,38,76.0,300
82,1.1999665760993958,0.800000011920929,48,96.0,32,64.0,300
83,0.6435040482226759,0.8500000238418579,47,94.0,38,76.0,300
84,0.6085241558571579,0.8700000047683716,49,98.0,38,76.0,300
85,0.6853414569172309,0.8799999952316284,48,96.0,40,80.0,300
86,1.5339431750774384,0.8199999928474426,48,96.0,34,68.0,300
87,0.6323746135830879,0.8799999952316284,49,98.0,39,78.0,300
88,1.0880057936906815,0.800000011920929,48,96.0,32,64.0,300
89,0.815814311504364,0.8299999833106995,47,94.0,36,72.0,300
90,0.9661428332328796,0.8799999952316284,49,98.0,39,78.0,300
91,1.3518103098869323,0.8299999833106995,47,94.0,36,72.0,300
92,1.0970332720689475,0.8700000047683716,50,100.0,37,74.0,300
93,0.8720609620213509,0.8299999833106995,50,100.0,33,66.0,300
94,1.1397235679626465,0.8100000023841858,49,98.0,32,64.0,300
95,0.6651032733917236,0.8600000143051147,49,98.0,37,74.0,300
96,0.9892322674393654,0.8500000238418579,49,98.0,36,72.0,300
97,0.8232845860719681,0.8600000143051147,50,100.0,36,72.0,300
98,0.6591119623184204,0.9100000262260437,50,100.0,41,82.0,300
99,0.5550089019536972,0.8700000047683716,46,92.0,41,82.0,300
100,0.9934967893362046,0.8899999856948853,49,98.0,40,80.0,300
