run,loss,accuracy,absence,absence_perc,linear,linear_perc,train_size
87,0.0005689344939310103,1.0,50,100.0,50,100.0,400
88,0.00030381554970517757,1.0,50,100.0,50,100.0,400
89,0.000345962931169197,1.0,50,100.0,50,100.0,400
90,0.0004149656824301928,1.0,50,100.0,50,100.0,400
91,0.000490666352561675,1.0,50,100.0,50,100.0,400
92,0.0002992899197852239,1.0,50,100.0,50,100.0,400
93,0.0004095953644718975,1.0,50,100.0,50,100.0,400
94,0.00030252219759859146,1.0,50,100.0,50,100.0,400
95,0.0003907801816239953,1.0,50,100.0,50,100.0,400
96,0.0005653864797204733,1.0,50,100.0,50,100.0,400
97,0.00027626392897218467,1.0,50,100.0,50,100.0,400
98,0.0004988992144353688,1.0,50,100.0,50,100.0,400
99,0.0008792093023657799,1.0,50,100.0,50,100.0,400
100,0.0004111142363399267,1.0,50,100.0,50,100.0,400
